transaction_id,person_id,account_ref,timestamp,amount,debit_credit,counterparty,merchant,location_id,channel,reference_number,description,source_system
TXN00534,P020,ACC-P020,2026-01-10 13:55:29,12000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF525959,Monthly rent,Bank Core System
TXN00535,P020,ACC-P020,2026-01-12 11:25:53,1500,debit,Electricity Board,Electricity Board,,UPI,REF975458,Utility bill,Bank Core System
TXN00536,P020,ACC-P020,2026-02-10 16:15:12,6000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF797670,Monthly rent,Bank Core System
TXN00537,P020,ACC-P020,2026-02-12 20:00:01,1500,debit,Electricity Board,Electricity Board,,UPI,REF370320,Utility bill,Bank Core System
TXN00538,P020,ACC-P020,2026-01-11 19:40:32,808,debit,Spice Route Restaurant,HP Fuel Station,L026,ATM Withdrawal,REF966777,Miscellaneous,Bank Core System
TXN00539,P020,ACC-P020,2025-11-05 09:00:49,335,debit,Spice Route Restaurant,Spice Route Restaurant,L005,NEFT,REF569305,Fuel purchase,Bank Core System
TXN00540,P020,ACC-P020,2026-02-01 16:25:34,2047,debit,Amazon,Highway Auto Works,L004,ATM Withdrawal,REF761333,Restaurant payment,Bank Core System
TXN00541,P020,ACC-P020,2025-12-13 17:10:47,2208,debit,BSNL Broadband,Spice Route Restaurant,L023,NEFT,REF671471,Restaurant payment,Bank Core System
TXN00542,P020,ACC-P020,2026-03-24 15:10:41,2640,debit,Nandipur City Mall,Water Board,L015,Cash Deposit,REF730021,Grocery,Bank Core System
TXN00543,P020,ACC-P020,2026-01-02 19:45:09,2896,debit,Local Kirana Store,Cafe Coffee Junction,L004,Cash Deposit,REF364162,Miscellaneous,Bank Core System
TXN00544,P020,ACC-P020,2025-10-03 12:20:03,2960,debit,Flipkart,Water Board,L027,Credit Card,REF136647,Grocery,Bank Core System
TXN00545,P020,ACC-P020,2025-11-19 14:15:18,2506,debit,Cafe Coffee Junction,Water Board,L002,Debit Card,REF536748,Fuel purchase,Bank Core System
TXN00546,P020,ACC-P020,2026-03-30 14:25:27,3491,debit,Local Kirana Store,Spice Route Restaurant,L008,ATM Withdrawal,REF954938,Miscellaneous,Bank Core System
TXN00547,P021,ACC-P021,2025-09-10 10:40:39,75000,credit,Riverbank Realty,Riverbank Realty,L024,NEFT,REF264374,Salary credit,Bank Core System
TXN00548,P021,ACC-P021,2025-09-12 18:45:31,15000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF152015,Monthly rent,Bank Core System
TXN00549,P021,ACC-P021,2025-09-14 15:15:27,800,debit,Electricity Board,Electricity Board,,UPI,REF443317,Utility bill,Bank Core System
TXN00550,P021,ACC-P021,2025-10-12 11:15:32,75000,credit,Riverbank Realty,Riverbank Realty,L024,NEFT,REF626144,Salary credit,Bank Core System
TXN00551,P021,ACC-P021,2025-10-14 11:10:29,12000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF360845,Monthly rent,Bank Core System
TXN00552,P021,ACC-P021,2025-10-16 15:35:25,950,debit,Electricity Board,Electricity Board,,UPI,REF719413,Utility bill,Bank Core System
TXN00553,P021,ACC-P021,2025-11-10 10:15:22,28000,credit,Riverbank Realty,Riverbank Realty,L024,NEFT,REF490770,Salary credit,Bank Core System
TXN00554,P021,ACC-P021,2025-11-12 11:15:32,12000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF282325,Monthly rent,Bank Core System
TXN00555,P021,ACC-P021,2025-11-14 17:45:11,800,debit,Electricity Board,Electricity Board,,UPI,REF102018,Utility bill,Bank Core System
TXN00556,P021,ACC-P021,2025-12-12 11:15:07,75000,credit,Riverbank Realty,Riverbank Realty,L024,NEFT,REF151798,Salary credit,Bank Core System
TXN00557,P021,ACC-P021,2025-12-14 14:00:55,12000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF446413,Monthly rent,Bank Core System
TXN00558,P021,ACC-P021,2025-12-16 14:15:33,800,debit,Electricity Board,Electricity Board,,UPI,REF543197,Utility bill,Bank Core System
TXN00559,P021,ACC-P021,2026-01-10 11:30:13,35000,credit,Riverbank Realty,Riverbank Realty,L024,NEFT,REF846399,Salary credit,Bank Core System
TXN00560,P021,ACC-P021,2026-01-12 15:45:03,6000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF983658,Monthly rent,Bank Core System
TXN00561,P021,ACC-P021,2026-01-14 17:05:16,950,debit,Electricity Board,Electricity Board,,UPI,REF810510,Utility bill,Bank Core System
TXN00562,P021,ACC-P021,2026-02-07 10:45:37,28000,credit,Riverbank Realty,Riverbank Realty,L024,NEFT,REF415703,Salary credit,Bank Core System
TXN00563,P021,ACC-P021,2026-02-09 16:50:48,15000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF369373,Monthly rent,Bank Core System
TXN00564,P021,ACC-P021,2026-02-11 15:05:42,1500,debit,Electricity Board,Electricity Board,,UPI,REF446675,Utility bill,Bank Core System
TXN00565,P021,ACC-P021,2025-12-27 14:00:12,2822,debit,Cafe Coffee Junction,Water Board,L015,IMPS,REF256873,Restaurant payment,Bank Core System
TXN00566,P021,ACC-P021,2026-01-30 13:20:48,1626,debit,Amazon,Spice Route Restaurant,L011,NEFT,REF707910,Miscellaneous,Bank Core System
TXN00567,P021,ACC-P021,2026-03-11 20:35:32,3530,debit,Nandipur City Mall,Union Trust Bank,L016,UPI,REF856683,Fuel purchase,Bank Core System
TXN00568,P021,ACC-P021,2026-01-28 13:25:47,793,debit,Flipkart,Water Board,L014,Credit Card,REF869526,Grocery,Bank Core System
TXN00569,P021,ACC-P021,2026-02-12 18:20:31,1444,debit,Water Board,Nandipur City Mall,L009,NEFT,REF476781,Miscellaneous,Bank Core System
TXN00570,P021,ACC-P021,2026-02-04 13:50:43,858,debit,Local Kirana Store,BSNL Broadband,L022,ATM Withdrawal,REF661958,Miscellaneous,Bank Core System
TXN00571,P022,ACC-P022,2025-09-13 11:35:57,35000,credit,QuickDrop Logistics,QuickDrop Logistics,L022,NEFT,REF402049,Salary credit,Bank Core System
TXN00572,P022,ACC-P022,2025-09-15 15:50:13,8000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF366324,Monthly rent,Bank Core System
TXN00573,P022,ACC-P022,2025-09-17 17:35:23,950,debit,Electricity Board,Electricity Board,,UPI,REF234659,Utility bill,Bank Core System
TXN00574,P022,ACC-P022,2025-10-13 09:05:36,35000,credit,QuickDrop Logistics,QuickDrop Logistics,L022,NEFT,REF908600,Salary credit,Bank Core System
TXN00575,P022,ACC-P022,2025-10-15 13:05:01,8000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF100792,Monthly rent,Bank Core System
TXN00576,P022,ACC-P022,2025-10-17 14:40:58,1500,debit,Electricity Board,Electricity Board,,UPI,REF659876,Utility bill,Bank Core System
TXN00577,P022,ACC-P022,2025-11-09 09:15:25,42000,credit,QuickDrop Logistics,QuickDrop Logistics,L022,NEFT,REF195523,Salary credit,Bank Core System
TXN00578,P022,ACC-P022,2025-11-11 17:00:40,6000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF372956,Monthly rent,Bank Core System
TXN00579,P022,ACC-P022,2025-11-13 20:50:52,1200,debit,Electricity Board,Electricity Board,,UPI,REF393916,Utility bill,Bank Core System
TXN00580,P022,ACC-P022,2025-12-10 09:25:24,75000,credit,QuickDrop Logistics,QuickDrop Logistics,L022,NEFT,REF549412,Salary credit,Bank Core System
TXN00581,P022,ACC-P022,2025-12-12 17:10:44,6000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF603645,Monthly rent,Bank Core System
TXN00582,P022,ACC-P022,2025-12-14 20:00:52,800,debit,Electricity Board,Electricity Board,,UPI,REF718402,Utility bill,Bank Core System
TXN00583,P022,ACC-P022,2026-01-10 09:35:19,68000,credit,QuickDrop Logistics,QuickDrop Logistics,L022,NEFT,REF777646,Salary credit,Bank Core System
TXN00584,P022,ACC-P022,2026-01-12 17:10:24,6000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF532414,Monthly rent,Bank Core System
TXN00585,P022,ACC-P022,2026-01-14 17:05:48,1200,debit,Electricity Board,Electricity Board,,UPI,REF355867,Utility bill,Bank Core System
TXN00586,P022,ACC-P022,2026-02-08 09:05:00,35000,credit,QuickDrop Logistics,QuickDrop Logistics,L022,NEFT,REF985612,Salary credit,Bank Core System
TXN00587,P022,ACC-P022,2026-02-10 16:55:51,9500,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF460497,Monthly rent,Bank Core System
TXN00588,P022,ACC-P022,2026-02-12 15:15:58,800,debit,Electricity Board,Electricity Board,,UPI,REF336622,Utility bill,Bank Core System
TXN00589,P022,ACC-P022,2026-01-05 22:50:36,1700,debit,Water Board,Highway Auto Works,L001,Credit Card,REF252816,Fuel purchase,Bank Core System
TXN00590,P022,ACC-P022,2025-10-05 13:35:37,3999,debit,Flipkart,Electricity Board,L014,Credit Card,REF712419,Grocery,Bank Core System
TXN00591,P022,ACC-P022,2025-12-18 08:40:57,2981,debit,HP Fuel Station,Cafe Coffee Junction,L027,ATM Withdrawal,REF549635,Restaurant payment,Bank Core System
TXN00592,P022,ACC-P022,2025-12-03 17:40:32,2940,debit,BSNL Broadband,Union Trust Bank,L027,Credit Card,REF710385,Online purchase,Bank Core System
TXN00593,P022,ACC-P022,2026-01-24 20:20:24,2074,debit,Electricity Board,Amazon,L023,NEFT,REF782857,Restaurant payment,Bank Core System
TXN00594,P022,ACC-P022,2026-04-25 14:20:00,3354,debit,Spice Route Restaurant,Amazon,L005,Credit Card,REF318365,Miscellaneous,Bank Core System
TXN00595,P022,ACC-P022,2025-10-03 14:20:26,3318,debit,Nandipur City Mall,Electricity Board,L011,Credit Card,REF915056,Grocery,Bank Core System
TXN00596,P022,ACC-P022,2026-04-19 13:50:29,3408,debit,Electricity Board,Spice Route Restaurant,L004,Credit Card,REF509628,Fuel purchase,Bank Core System
TXN00597,P023,ACC-P023,2025-09-13 11:10:27,42000,credit,Sethi & Associates,Sethi & Associates,L004,NEFT,REF756653,Salary credit,Bank Core System
TXN00598,P023,ACC-P023,2025-09-15 12:35:44,6000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF155392,Monthly rent,Bank Core System
TXN00599,P023,ACC-P023,2025-09-17 18:35:19,950,debit,Electricity Board,Electricity Board,,UPI,REF564249,Utility bill,Bank Core System
TXN00600,P023,ACC-P023,2025-10-10 10:15:07,42000,credit,Sethi & Associates,Sethi & Associates,L004,NEFT,REF326627,Salary credit,Bank Core System
TXN00601,P023,ACC-P023,2025-10-12 15:55:20,6000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF125862,Monthly rent,Bank Core System
TXN00602,P023,ACC-P023,2025-10-14 09:20:40,950,debit,Electricity Board,Electricity Board,,UPI,REF427008,Utility bill,Bank Core System
TXN00603,P023,ACC-P023,2025-11-10 09:15:00,75000,credit,Sethi & Associates,Sethi & Associates,L004,NEFT,REF711943,Salary credit,Bank Core System
TXN00604,P023,ACC-P023,2025-11-12 16:10:21,15000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF827098,Monthly rent,Bank Core System
TXN00605,P023,ACC-P023,2025-11-14 20:25:43,1200,debit,Electricity Board,Electricity Board,,UPI,REF762635,Utility bill,Bank Core System
TXN00606,P023,ACC-P023,2025-12-09 11:45:19,42000,credit,Sethi & Associates,Sethi & Associates,L004,NEFT,REF800287,Salary credit,Bank Core System
TXN00607,P023,ACC-P023,2025-12-11 10:30:57,8000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF853034,Monthly rent,Bank Core System
TXN00608,P023,ACC-P023,2025-12-13 17:15:42,950,debit,Electricity Board,Electricity Board,,UPI,REF237346,Utility bill,Bank Core System
TXN00609,P023,ACC-P023,2026-01-09 11:45:30,75000,credit,Sethi & Associates,Sethi & Associates,L004,NEFT,REF757302,Salary credit,Bank Core System
TXN00610,P023,ACC-P023,2026-01-11 10:25:48,6000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF756257,Monthly rent,Bank Core System
TXN00611,P023,ACC-P023,2026-01-13 11:40:51,800,debit,Electricity Board,Electricity Board,,UPI,REF877893,Utility bill,Bank Core System
TXN00612,P023,ACC-P023,2026-02-09 10:55:55,68000,credit,Sethi & Associates,Sethi & Associates,L004,NEFT,REF565102,Salary credit,Bank Core System
TXN00613,P023,ACC-P023,2026-02-11 10:05:33,15000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF501666,Monthly rent,Bank Core System
TXN00614,P023,ACC-P023,2026-02-13 12:05:28,1200,debit,Electricity Board,Electricity Board,,UPI,REF919012,Utility bill,Bank Core System
TXN00615,P023,ACC-P023,2026-03-08 19:00:05,1038,debit,Water Board,Amazon,L019,UPI,REF708657,Online purchase,Bank Core System
TXN00616,P023,ACC-P023,2025-11-10 08:30:20,2910,debit,Union Trust Bank,Electricity Board,L020,UPI,REF193845,Grocery,Bank Core System
TXN00617,P023,ACC-P023,2025-09-21 21:45:28,4244,debit,Water Board,Cafe Coffee Junction,L006,NEFT,REF120659,Grocery,Bank Core System
TXN00618,P023,ACC-P023,2026-02-20 16:05:55,199,debit,Local Kirana Store,Amazon,L001,Debit Card,REF746883,Grocery,Bank Core System
TXN00619,P023,ACC-P023,2026-01-01 08:05:50,4196,debit,Water Board,Union Trust Bank,L003,NEFT,REF355728,Fuel purchase,Bank Core System
TXN00620,P023,ACC-P023,2026-01-23 13:55:52,656,debit,Spice Route Restaurant,Highway Auto Works,L008,Debit Card,REF973334,Fuel purchase,Bank Core System
TXN00621,P023,ACC-P023,2025-11-15 15:10:38,393,debit,Flipkart,HP Fuel Station,L020,IMPS,REF285452,Restaurant payment,Bank Core System
TXN00622,P023,ACC-P023,2026-01-21 13:35:49,1048,debit,Cafe Coffee Junction,Electricity Board,L022,ATM Withdrawal,REF374224,Grocery,Bank Core System
TXN00623,P023,ACC-P023,2026-02-24 13:05:30,3934,debit,Cafe Coffee Junction,Cafe Coffee Junction,L001,ATM Withdrawal,REF319175,Fuel purchase,Bank Core System
TXN00624,P023,ACC-P023,2026-03-04 09:40:22,2346,debit,Local Kirana Store,Flipkart,L025,Credit Card,REF926514,Miscellaneous,Bank Core System
TXN00625,P023,ACC-P023,2026-02-28 17:15:47,1613,debit,Spice Route Restaurant,Water Board,L005,Cash Deposit,REF129469,Restaurant payment,Bank Core System
TXN00626,P023,ACC-P023,2025-11-15 11:40:16,2583,debit,Electricity Board,Cafe Coffee Junction,L020,NEFT,REF828283,Online purchase,Bank Core System
TXN00627,P023,ACC-P023,2025-09-11 12:50:46,3978,debit,Water Board,Union Trust Bank,L002,Debit Card,REF235621,Online purchase,Bank Core System
TXN00628,P024,ACC-P024,2025-09-11 09:55:36,42000,credit,Self-employed,Self-employed,L016,NEFT,REF932680,Salary credit,Bank Core System
TXN00629,P024,ACC-P024,2025-09-13 16:10:04,9500,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF882464,Monthly rent,Bank Core System
TXN00630,P024,ACC-P024,2025-09-15 15:30:23,1500,debit,Electricity Board,Electricity Board,,UPI,REF963968,Utility bill,Bank Core System
TXN00631,P024,ACC-P024,2025-10-10 09:50:39,75000,credit,Self-employed,Self-employed,L016,NEFT,REF430403,Salary credit,Bank Core System
TXN00632,P024,ACC-P024,2025-10-12 11:15:14,6000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF784669,Monthly rent,Bank Core System
TXN00633,P024,ACC-P024,2025-10-14 17:55:45,1500,debit,Electricity Board,Electricity Board,,UPI,REF223533,Utility bill,Bank Core System
TXN00634,P024,ACC-P024,2025-11-09 11:00:56,68000,credit,Self-employed,Self-employed,L016,NEFT,REF227126,Salary credit,Bank Core System
TXN00635,P024,ACC-P024,2025-11-11 18:00:30,8000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF730079,Monthly rent,Bank Core System
TXN00636,P024,ACC-P024,2025-11-13 13:15:20,950,debit,Electricity Board,Electricity Board,,UPI,REF409745,Utility bill,Bank Core System
TXN00637,P024,ACC-P024,2025-12-10 10:15:42,75000,credit,Self-employed,Self-employed,L016,NEFT,REF573790,Salary credit,Bank Core System
TXN00638,P024,ACC-P024,2025-12-12 10:00:58,8000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF665384,Monthly rent,Bank Core System
TXN00639,P024,ACC-P024,2025-12-14 10:10:31,1200,debit,Electricity Board,Electricity Board,,UPI,REF128764,Utility bill,Bank Core System
TXN00640,P024,ACC-P024,2026-01-11 11:50:10,55000,credit,Self-employed,Self-employed,L016,NEFT,REF584512,Salary credit,Bank Core System
TXN00641,P024,ACC-P024,2026-01-13 17:35:30,12000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF667764,Monthly rent,Bank Core System
TXN00642,P024,ACC-P024,2026-01-15 16:00:35,950,debit,Electricity Board,Electricity Board,,UPI,REF428619,Utility bill,Bank Core System
TXN00643,P024,ACC-P024,2026-02-10 10:35:23,75000,credit,Self-employed,Self-employed,L016,NEFT,REF408389,Salary credit,Bank Core System
TXN00644,P024,ACC-P024,2026-02-12 15:55:50,6000,debit,Landlord/Housing,Rent Payment,L018,IMPS,REF110340,Monthly rent,Bank Core System
TXN00645,P024,ACC-P024,2026-02-14 17:25:33,950,debit,Electricity Board,Electricity Board,,UPI,REF642158,Utility bill,Bank Core System
TXN00646,P024,ACC-P024,2025-10-09 20:50:23,2608,debit,Local Kirana Store,Flipkart,L014,Credit Card,REF584918,Restaurant payment,Bank Core System
TXN00647,P024,ACC-P024,2025-10-18 16:40:25,1125,debit,Highway Auto Works,HP Fuel Station,L010,ATM Withdrawal,REF390836,Restaurant payment,Bank Core System
TXN00648,P024,ACC-P024,2025-09-27 10:40:52,4149,debit,Water Board,Union Trust Bank,L026,ATM Withdrawal,REF884123,Online purchase,Bank Core System
TXN00649,P024,ACC-P024,2026-02-28 08:35:35,1948,debit,Electricity Board,Water Board,L002,UPI,REF443120,Fuel purchase,Bank Core System
TXN00650,P024,ACC-P024,2026-02-22 18:20:07,2214,debit,Spice Route Restaurant,Amazon,L026,IMPS,REF757656,Online purchase,Bank Core System
TXN00651,P024,ACC-P024,2026-03-13 16:15:14,3835,debit,Amazon,Highway Auto Works,L026,ATM Withdrawal,REF226259,Restaurant payment,Bank Core System
TXN00652,P024,ACC-P024,2025-12-29 12:00:03,3178,debit,Union Trust Bank,Highway Auto Works,L001,ATM Withdrawal,REF824301,Restaurant payment,Bank Core System
TXN00653,P024,ACC-P024,2025-11-08 15:35:30,4350,debit,Highway Auto Works,Flipkart,L006,Credit Card,REF179560,Online purchase,Bank Core System
TXN00654,P024,ACC-P024,2026-03-15 19:55:28,4258,debit,Flipkart,Union Trust Bank,L007,Cash Deposit,REF681677,Online purchase,Bank Core System
TXN00655,P024,ACC-P024,2026-01-29 18:25:00,3785,debit,Local Kirana Store,Spice Route Restaurant,L021,NEFT,REF340073,Fuel purchase,Bank Core System
TXN00656,P024,ACC-P024,2025-12-12 10:00:37,757,debit,Water Board,HP Fuel Station,L010,Debit Card,REF490063,Fuel purchase,Bank Core System
TXN00657,P024,ACC-P024,2025-10-14 18:30:51,2368,debit,Cafe Coffee Junction,Flipkart,L021,Credit Card,REF106291,Online purchase,Bank Core System
TXN00658,P024,ACC-P024,2025-10-19 13:40:59,723,debit,Highway Auto Works,Union Trust Bank,L009,UPI,REF131846,Grocery,Bank Core System
TXN00659,P025,ACC-P025,2025-09-10 10:35:29,32000,credit,Riverbank Realty,Riverbank Realty,L003,NEFT,REF558897,Salary credit,Bank Core System
TXN00660,P025,ACC-P025,2025-09-12 18:50:32,12000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF473501,Monthly rent,Bank Core System
TXN00661,P025,ACC-P025,2025-09-14 16:45:28,1200,debit,Electricity Board,Electricity Board,,UPI,REF537578,Utility bill,Bank Core System
TXN00662,P025,ACC-P025,2025-10-10 11:50:06,28000,credit,Riverbank Realty,Riverbank Realty,L003,NEFT,REF964522,Salary credit,Bank Core System
TXN00663,P025,ACC-P025,2025-10-12 11:00:14,12000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF560330,Monthly rent,Bank Core System
TXN00664,P025,ACC-P025,2025-10-14 17:45:23,950,debit,Electricity Board,Electricity Board,,UPI,REF589999,Utility bill,Bank Core System
TXN00665,P025,ACC-P025,2025-11-10 11:25:57,68000,credit,Riverbank Realty,Riverbank Realty,L003,NEFT,REF730099,Salary credit,Bank Core System
TXN00666,P025,ACC-P025,2025-11-12 12:15:56,12000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF885214,Monthly rent,Bank Core System
TXN00667,P025,ACC-P025,2025-11-14 20:40:49,1200,debit,Electricity Board,Electricity Board,,UPI,REF504019,Utility bill,Bank Core System
TXN00668,P025,ACC-P025,2025-12-10 09:15:01,75000,credit,Riverbank Realty,Riverbank Realty,L003,NEFT,REF614483,Salary credit,Bank Core System
TXN00669,P025,ACC-P025,2025-12-12 16:25:26,8000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF564144,Monthly rent,Bank Core System
TXN00670,P025,ACC-P025,2025-12-14 17:45:20,1500,debit,Electricity Board,Electricity Board,,UPI,REF572540,Utility bill,Bank Core System
TXN00671,P025,ACC-P025,2026-01-08 10:35:07,28000,credit,Riverbank Realty,Riverbank Realty,L003,NEFT,REF194692,Salary credit,Bank Core System
TXN00672,P025,ACC-P025,2026-01-10 12:55:47,8000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF334519,Monthly rent,Bank Core System
TXN00673,P025,ACC-P025,2026-01-12 20:25:41,1500,debit,Electricity Board,Electricity Board,,UPI,REF953409,Utility bill,Bank Core System
TXN00674,P025,ACC-P025,2026-02-10 10:00:53,55000,credit,Riverbank Realty,Riverbank Realty,L003,NEFT,REF521923,Salary credit,Bank Core System
TXN00675,P025,ACC-P025,2026-02-12 12:25:44,8000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF260781,Monthly rent,Bank Core System
TXN00676,P025,ACC-P025,2026-02-14 15:20:29,950,debit,Electricity Board,Electricity Board,,UPI,REF787573,Utility bill,Bank Core System
TXN00677,P025,ACC-P025,2026-04-17 12:40:58,996,debit,Electricity Board,BSNL Broadband,L026,IMPS,REF981729,Online purchase,Bank Core System
TXN00678,P025,ACC-P025,2026-03-10 10:05:10,3687,debit,BSNL Broadband,Highway Auto Works,L023,NEFT,REF995609,Fuel purchase,Bank Core System
TXN00679,P025,ACC-P025,2026-03-18 12:10:34,700,debit,Nandipur City Mall,Local Kirana Store,L006,Debit Card,REF600723,Restaurant payment,Bank Core System
TXN00680,P025,ACC-P025,2025-12-01 22:35:59,2863,debit,BSNL Broadband,Nandipur City Mall,L003,IMPS,REF145241,Grocery,Bank Core System
TXN00681,P025,ACC-P025,2026-01-04 13:50:36,3655,debit,Union Trust Bank,Water Board,L020,UPI,REF772206,Grocery,Bank Core System
TXN00682,P025,ACC-P025,2026-01-02 14:35:54,2717,debit,Union Trust Bank,Union Trust Bank,L007,ATM Withdrawal,REF974188,Miscellaneous,Bank Core System
TXN00683,P025,ACC-P025,2026-01-06 21:20:58,1717,debit,Amazon,HP Fuel Station,L012,Cash Deposit,REF684826,Fuel purchase,Bank Core System
TXN00684,P025,ACC-P025,2026-04-10 17:25:51,289,debit,Local Kirana Store,Flipkart,L013,Debit Card,REF985896,Online purchase,Bank Core System
TXN00685,P025,ACC-P025,2025-12-11 13:25:18,2479,debit,Spice Route Restaurant,Cafe Coffee Junction,L016,IMPS,REF778573,Online purchase,Bank Core System
TXN00686,P025,ACC-P025,2025-12-18 19:35:01,905,debit,BSNL Broadband,BSNL Broadband,L016,IMPS,REF692260,Online purchase,Bank Core System
TXN00687,P025,ACC-P025,2026-03-24 14:45:42,3083,debit,Highway Auto Works,Spice Route Restaurant,L012,IMPS,REF642032,Fuel purchase,Bank Core System
TXN00688,P025,ACC-P025,2025-10-13 12:50:54,3407,debit,Amazon,HP Fuel Station,L016,Cash Deposit,REF976165,Grocery,Bank Core System
TXN00689,P025,ACC-P025,2026-01-16 16:05:56,2762,debit,Amazon,Water Board,L006,ATM Withdrawal,REF279305,Grocery,Bank Core System
TXN00690,P026,ACC-P026,2025-09-15 17:25:55,9500,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF458437,Monthly rent,Bank Core System
TXN00691,P026,ACC-P026,2025-09-17 20:40:56,800,debit,Electricity Board,Electricity Board,,UPI,REF358139,Utility bill,Bank Core System
TXN00692,P026,ACC-P026,2025-10-14 18:25:31,9500,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF605738,Monthly rent,Bank Core System
TXN00693,P026,ACC-P026,2025-10-16 16:15:31,1500,debit,Electricity Board,Electricity Board,,UPI,REF715578,Utility bill,Bank Core System
TXN00694,P026,ACC-P026,2025-11-14 17:40:44,8000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF912562,Monthly rent,Bank Core System
TXN00695,P026,ACC-P026,2025-11-16 18:15:59,800,debit,Electricity Board,Electricity Board,,UPI,REF405208,Utility bill,Bank Core System
TXN00696,P026,ACC-P026,2025-12-11 13:55:55,15000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF957967,Monthly rent,Bank Core System
TXN00697,P026,ACC-P026,2025-12-13 13:40:33,1500,debit,Electricity Board,Electricity Board,,UPI,REF886998,Utility bill,Bank Core System
TXN00698,P026,ACC-P026,2026-01-12 15:00:59,8000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF694951,Monthly rent,Bank Core System
TXN00699,P026,ACC-P026,2026-01-14 10:25:31,800,debit,Electricity Board,Electricity Board,,UPI,REF274315,Utility bill,Bank Core System
TXN00700,P026,ACC-P026,2026-02-12 18:10:02,6000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF144070,Monthly rent,Bank Core System
TXN00701,P026,ACC-P026,2026-02-14 17:30:10,950,debit,Electricity Board,Electricity Board,,UPI,REF614101,Utility bill,Bank Core System
TXN00702,P026,ACC-P026,2025-10-17 18:20:39,4024,debit,Electricity Board,HP Fuel Station,L007,UPI,REF588623,Grocery,Bank Core System
TXN00703,P026,ACC-P026,2025-11-01 20:05:48,993,debit,HP Fuel Station,Local Kirana Store,L019,Credit Card,REF153218,Miscellaneous,Bank Core System
TXN00704,P026,ACC-P026,2026-02-21 17:10:26,2093,debit,Spice Route Restaurant,Water Board,L004,Debit Card,REF450930,Grocery,Bank Core System
TXN00705,P026,ACC-P026,2025-10-26 21:20:20,2096,debit,Water Board,Union Trust Bank,L003,Credit Card,REF258821,Online purchase,Bank Core System
TXN00706,P026,ACC-P026,2025-11-02 20:10:10,2710,debit,Union Trust Bank,Electricity Board,L004,UPI,REF235010,Grocery,Bank Core System
TXN00707,P026,ACC-P026,2026-03-18 21:35:54,907,debit,HP Fuel Station,Spice Route Restaurant,L006,UPI,REF535674,Fuel purchase,Bank Core System
TXN00708,P026,ACC-P026,2026-01-25 11:35:45,4373,debit,Amazon,Highway Auto Works,L001,Credit Card,REF672416,Grocery,Bank Core System
TXN00709,P026,ACC-P026,2026-03-27 16:55:12,514,debit,Electricity Board,Union Trust Bank,L025,UPI,REF797872,Miscellaneous,Bank Core System
TXN00710,P026,ACC-P026,2025-12-24 17:25:52,270,debit,Local Kirana Store,Flipkart,L026,NEFT,REF217195,Miscellaneous,Bank Core System
TXN00711,P026,ACC-P026,2026-02-19 21:10:18,1762,debit,Electricity Board,Flipkart,L017,NEFT,REF433572,Online purchase,Bank Core System
TXN00712,P026,ACC-P026,2026-04-13 08:05:07,1985,debit,BSNL Broadband,Electricity Board,L019,Cash Deposit,REF398493,Grocery,Bank Core System
TXN00713,P026,ACC-P026,2025-12-07 11:20:02,1343,debit,Cafe Coffee Junction,Amazon,L005,Credit Card,REF200233,Grocery,Bank Core System
